,Body.I__Ixx,Body.I__Iyy,Body.I__Izz,Body.mass,Body.pos__x,Body.pos__z,Wheel.fl.pos__x,Wheel.fl.pos__y,Wheel.rl.pos__y,Response_Time_YawRate,Response_Time_LatAcc,Peak_RollRate,SteadyState_SideSlip,SteadyState_Roll,SteadyState_SWA,Delay_YawRate_LatAcc,Gain_YawRate_SWA,Gain_LatAcc_SWA,Overshoot_Ratio_YawRate,Overshoot_Ratio_LatAcc,Overshoot_Ratio_Roll
630,588.7018743049643,4365.843392358014,4460.192998053972,1991.9077748486538,1.9440102600315687,0.7906035884921943,3.008730673526973,0.7467873502385609,0.6729908289739375,0.11957313308703155,0.26762423220184717,23.189163318839437,-0.7938085023137847,5.339596337206399,49.56034845185281,0.14805109911481562,24.881398130251203,1.2114524793690244,36.91982637017519,12.55143052005626,13.201510550226104
752,1079.3847195986864,4122.805737716725,3221.8713315494665,1893.4070791920356,2.4279732637056317,0.7926073948981238,2.9885173883193334,0.7922861118352544,0.7141928928815007,0.12186378515531304,0.27657168772935936,23.95267289488944,-0.14047179970339388,4.464433866367461,58.2303751183033,0.15470790257404632,21.130106739338597,1.0285547223911653,29.882342335194355,5.346085904413907,26.14631855868766
768,965.9998665413306,4953.828867045995,5024.411762253264,1968.8409244389748,2.38847055446782,0.7802753947397807,3.4103064619344248,0.7816774269689958,0.7046513338265301,0.1243384044348419,0.27973389078996025,21.834965296338677,-0.439889606351183,4.667556656215557,53.12273734009267,0.15539548635511835,23.09584724962155,1.1269112050006007,29.975352321162635,9.656596341469628,19.85706725494806
886,766.4670091220157,3512.613954074376,2548.5712090806464,2056.853643969186,2.063208477309316,0.7814328920057947,3.513490903332812,0.7892725003198209,0.7116698070683526,0.0735481670192506,0.20958159506955454,24.87527919522389,-0.831079909360542,4.724416519948989,46.54746555429694,0.13603342805030394,26.480964492860736,1.2836031698111978,60.87174774692065,15.563490755575682,31.304542265500405
890,854.3548385203683,4704.143925436466,4461.236368789332,1992.1680109385186,2.1869603030275164,0.7707581287706751,3.340455815894462,0.7700300763203964,0.6943246306470404,0.11399999999999988,0.274,21.564048500409108,-0.630577501187229,4.79073824398104,49.74060403869155,0.16000000000000014,24.654577583892447,1.203081627833649,37.17938504367137,12.27383870026059,21.126085345687333
913,556.5665534919794,2383.6906839199523,2494.9305523581634,1884.476751272889,2.059613481027184,0.7472712433905833,3.267709176553383,0.7250078156229973,0.6537757573643026,0.07983604800632937,0.21522830580195684,25.712834014527928,-0.7186316642052011,4.997675192399191,46.64197833073142,0.13539225779562747,26.37947695417031,1.2809556044754908,54.35673347533901,16.186226399914364,24.690168440808304
938,1045.7090287704082,4389.276701336672,4095.331969348985,1835.1530737098574,2.122231904411119,0.7555430810853548,3.3032542949464907,0.7166647020700674,0.6462791133387493,0.10875513200342501,0.26529146689681804,22.06598945644158,-0.6637866673854494,5.112649723228943,47.78293451879023,0.15653633489339303,25.592920403418695,1.2531121356415416,43.034357570995,9.378848869677762,31.418078787151938
961,1056.8512941703893,2975.4620716364648,3068.5717059369217,1987.6665004951751,2.174521508336432,0.7645631808395802,3.5767318167209696,0.7637015129627069,0.6887383481764163,0.08231605836460787,0.21563594575740597,24.263851876439976,-0.7162187275481592,4.772403757319928,47.769031663763535,0.1333198873927981,25.879355189480318,1.2485221359371912,54.87635381398155,10.767081614998046,39.012356958715
986,848.0425005817283,2779.664311289608,4097.035171240066,1992.2845038504533,2.18814664059222,0.7417112869138924,3.756038098494026,0.734179684848222,0.6621526209045889,0.10299999892110812,0.252999998921108,22.975319490136556,-0.7808983113822329,5.015729045907437,47.480596087074275,0.1499999999999999,25.844669570896905,1.2559519067465423,45.60704281461401,13.578361297806275,28.449693402686982
1035,657.8420417088021,3950.4763172917806,3660.87222638341,1981.8173410026945,2.379834556469816,0.7299233524579098,3.2485180362948354,0.7800493488552872,0.7036042368535373,0.11260551616568515,0.2455004925853106,23.25679195980271,-0.37454257726767126,4.283116096446656,52.41659798026082,0.13289497641962544,23.394033957774692,1.1408060205972483,28.840585991754796,9.584803784992168,14.438687592350446
1041,1259.415084676848,4116.982199021684,4230.986605822353,2086.9427698623376,2.296830330205692,0.7503144761637003,3.82225998081091,0.8151037123929921,0.7352326157424077,0.09732063706008232,0.2411712146232583,19.544823466458553,-0.6706153341346712,4.181306884401001,47.41477011541131,0.14385057756317599,25.86158732518042,1.2568163978198705,41.88189043398927,10.621962642753136,35.54874400597331
1046,811.2441832961545,3557.1788393881484,2895.789964199796,2014.3743334536912,2.3237379488879224,0.6576995615892316,3.5718551512259262,0.6990538725113196,0.6305714002921566,0.09299999859879104,0.21299999859879115,25.15477393700924,-0.6027524598677797,4.754612363616732,48.74499774323703,0.1200000000000001,25.24097536581528,1.2237038875304405,48.747466864831715,8.719083486302727,35.42823905514834
1082,822.9007590795673,4212.308254175549,3416.3949884948906,1760.896326835039,2.34607241093495,0.7900603565555667,3.5037029792695016,0.7161240747014399,0.6460189360983836,0.09195335700573226,0.2395208875502437,26.167489388643116,-0.49012758454639016,5.257011609096398,51.396881108415094,0.14756753054451144,23.84494993789386,1.162213715917249,46.2874588875633,9.839616797547308,29.326219200249604
1092,1168.3160248391837,4722.049888619005,4251.098079629319,2015.7061483806897,2.277380649284018,0.6428576953104659,2.9629201521167263,0.7225764165934936,0.6518564792305033,0.1433979376315957,0.30750642986315,18.713684679638867,-0.37271398637714276,4.280254373208285,52.54084941097496,0.16410849223155433,23.372644905873173,1.13963246309372,26.79284570757177,5.338318652831537,26.45843332444847
1166,717.1812612128958,3029.163004190815,4062.7811638980525,1999.0906401442792,2.522038997026332,0.6399188936652442,3.1457310000581185,0.8084403152125866,0.72942417258194,0.15777465630814902,0.28220502796046265,18.498226802413708,0.18172960874682173,3.2907391822803587,52.68468641613725,0.12443037165231363,23.371617640573856,1.1407235175022545,10.385970973511817,2.1686688864886157,5.253950425166475
1250,1124.5715272256675,2467.8739917801736,2813.8594406487923,1863.9498905276837,2.34079781273034,0.8081429996778265,3.296134434404086,0.7782564204662901,0.7023487434889006,0.08909185505758987,0.2214969020831541,24.745898287218964,-0.4027640784867748,4.68900325605494,52.49457827789781,0.13240504702556422,23.537677191865082,1.1374477534167597,50.73962434195117,11.36243448602819,37.84860462300233
1281,657.9154752700779,4327.922929062728,2661.583942002437,2079.647933027135,2.1191811599934924,0.6520651999488003,3.12476275139696,0.6868745526954453,0.6199125227880158,0.09200000000000008,0.2320000000000002,26.37234722589823,-0.6732179440237982,5.024096852984115,49.41071602910757,0.14000000000000012,24.905643908348893,1.2092302951961784,52.80676736932217,11.570119185477374,29.753598450903706
1308,777.9335706124953,4428.128845286876,3749.7627006911807,1782.8427053356586,2.3598171398963856,0.7350558130074145,3.3856119863745753,0.7048628885837207,0.6361837916057977,0.11200000067546334,0.26200000067546325,24.120253526688774,-0.44121192045664565,4.975461837590484,50.55929129590987,0.1499999999999999,24.24138762061322,1.1824777443895396,35.838145021243115,9.411843414699748,24.496710419237786
1342,890.0525098421258,3504.2134065469695,2516.294677312326,1832.080840744255,2.085778994681612,0.6752116390508287,3.571927566035711,0.7301168288426768,0.6590294006049914,0.08224470534626827,0.21145486558379956,20.66849753167915,-0.7526477690936264,4.129911168250823,41.14876940581801,0.1292101602375313,29.852847230382856,1.449757198927343,45.43952729845837,8.97296360881685,37.21257973963694
1538,1054.9812283959711,4329.345389519531,2920.2586982677185,1906.4318334486181,1.8973425256526169,0.7886646947887191,3.832020528134496,0.8378129573980263,0.7565384180085805,0.08380602004184734,0.22942751106408155,18.13537950611791,-0.9687299481752902,3.8859242707456754,39.35151376612186,0.1456214910222342,31.161096973490665,1.5122975664265932,44.77731445326902,13.619834539810807,34.435645164080555
1582,862.4183414947893,4862.2346998303965,4947.4893647962035,1972.7498059057143,2.2326262627330378,0.7590576583658737,3.367361289099807,0.7503577558831371,0.677620601282643,0.1219999979741111,0.2819999979741108,21.730587699589492,-0.6022625682327809,4.925823165867322,50.571828112614185,0.1599999999999997,24.27214278341366,1.1841459626700674,33.355095535191644,11.014576047198718,19.552453106524226
1591,1079.156054635348,4902.022229317559,3759.742718416713,2010.2283566691617,2.3509586948018297,0.7801761809753955,3.1688666375845784,0.7460031943247941,0.6736944817481817,0.11199999882633671,0.27199999882633685,26.284560150186877,-0.39869736657088745,5.274876372528892,58.195493329739534,0.16000000000000014,21.03860960075098,1.0293076122447775,46.63154896229727,10.845959178778143,31.571358847200216
1620,752.8831565758526,3048.609499725891,3482.674747848369,2034.422887403645,2.358719028426094,0.7609972697505399,3.602039670215003,0.725818217283639,0.6555067976472535,0.08386315209270556,0.23204038698400353,28.80190938082154,-0.5986630924523539,5.437065842701425,54.333525407195104,0.14817723489129797,22.687159175371523,1.098849346619517,53.77949175905757,14.567993434468177,28.217448794928153
1678,1052.3471510051183,4629.24594437325,4456.702509871977,2087.2090674161886,2.3543440992324483,0.753890278257076,3.3990681729440992,0.7655707320961347,0.6914967430823582,0.11399999999999988,0.274,23.299094847989945,-0.5060129297493826,4.876782194153862,54.26731352970597,0.16000000000000014,22.58248939470637,1.1020100488974605,40.971287724543465,10.336925910240494,28.30454381951767
1766,657.6330051188102,3457.4055202864324,3184.7216491191607,2019.5050693282324,2.5036071351592133,0.7084918696062283,3.4843140502977645,0.7868092750570286,0.7108014088387362,0.10499999999999998,0.23499999999999988,23.460329938175217,-0.35443167518043855,4.0755592932636215,52.19890269809959,0.1299999999999999,23.489402863965875,1.144461854222604,33.67950958301601,10.568108857281246,19.785535457617435
1779,1015.5135006186092,2623.5619003421334,2511.8541251900033,2014.5635155227305,2.289074063026681,0.6390006392671664,3.4575047842193976,0.744693372101402,0.6727649184209321,0.09400000074362103,0.20400000074362135,20.872557177125497,-0.5726075480159644,3.9363527086603263,45.92520777765511,0.11000000000000032,26.80111844666273,1.2997889461988474,45.30659322861471,6.095856998827358,40.587481641393595
1858,634.2880846244104,3862.1599158580793,4665.871330436591,2057.0064617483804,2.087886805193501,0.769873113269576,3.9194866262963366,0.7820346419857579,0.7066156034132466,0.10200000075750015,0.26200000075749985,19.39012383088988,-0.9246259412600792,4.694160128063247,45.083772567272206,0.1599999999999997,27.144901161960185,1.321400889780589,37.919237907842515,14.57390510111136,17.45390987234193
1895,1256.4185822597142,5107.810453053447,4125.9363874963465,1979.4823498959952,2.2458810544174046,0.7997496889435203,3.8463863891733503,0.8220272053329816,0.7428388972618905,0.09495126155087918,0.24055950341899557,19.891285265976467,-0.6904741915108127,4.29481448337255,46.87418777006862,0.14560824186811638,26.160595822987137,1.2723253796932656,43.29890507725707,10.93888782068493,35.32548352610328
1969,1191.7350118512209,4322.267910542899,3884.1846847209695,2089.974535743921,2.3481714473905617,0.683174220712281,3.302291469582919,0.7718609593462106,0.697628593719816,0.11232361960491133,0.2563605416207624,19.70072618177735,-0.4521808600337189,4.1393574734957665,51.13899014861585,0.14403692201585105,24.018288061003844,1.1681852578977583,36.597771031760814,7.740913069879161,33.541940195144285
1984,981.9560789430093,3374.334061886606,4677.331834490233,1944.6672357113546,1.947395339173455,0.7333878387563153,3.3636224508195522,0.7075697660525605,0.6395393160771882,0.11423063926737997,0.28251176673213907,20.82997002497189,-0.9116136134628748,5.267764899418449,44.77914260627033,0.1682811274647591,27.293399263274402,1.3348557016543106,42.67982043125652,12.467818369790525,28.371847991839296
2065,590.3897870004421,3719.0550113398567,3849.186008363596,1803.3184792226973,2.446144752607016,0.7577678352072315,3.5596506920104467,0.7510906541380842,0.6789991694850993,0.10606015617911613,0.2384823337999613,23.7637819470488,-0.40206385072879647,4.535013997067439,50.15560648105141,0.13242217762084518,24.399978008359525,1.1905460384207343,29.484566480836193,10.666049808277867,14.954723896438807
2354,985.6799984990054,3901.4278562749946,4935.842686363017,1927.376969787375,2.269889588622516,0.7658441857853704,3.674600759174923,0.7381229279296679,0.6676827607970381,0.10878662293897845,0.27017387625963485,21.927412990272718,-0.6599551798350581,5.056518597797511,49.461297013092015,0.1613872533206564,24.73429591278601,1.20816711049844,39.283044936837534,11.55267444628957,26.91961976218234
2461,1166.5690372054987,4076.569054083345,5231.912839838178,2043.3037003608354,2.171202370391909,0.7948683681069915,3.8405393268933046,0.8297184042076794,0.7507269753833102,0.11107690368480094,0.27165368799054956,17.610652493604036,-0.7844582812931682,4.282102330063895,45.827973169863235,0.16057678430574862,26.66709456418483,1.3022113544194482,36.225243744420325,12.913486620684067,26.75396673728414
2494,923.0810783190741,4365.301752107694,5407.387611178503,1947.042467589117,2.406255435764164,0.7353507515589802,3.8057367537875835,0.7055544919687127,0.6384266810819264,0.11200000065883309,0.282000000658833,23.566641961747177,-0.6018945998608826,5.3257697273331885,51.83549893827442,0.16999999999999993,23.634383159275533,1.1527710821071946,36.94166659537839,10.455749895765143,25.62440355757455
2532,1110.1963478100076,3256.068976914851,2749.33213597435,2037.9499121280176,2.0071212192253207,0.7886113987524188,3.004282061305627,0.7272623496588436,0.658119517085139,0.08200000063659507,0.21200000063659497,29.104389046438186,-0.7032712064735405,5.792283284913968,53.64626469697948,0.1299999999999999,22.491273789600708,1.1129796532211957,78.15445967185329,23.276129382171852,40.836122592334405
2590,823.3007131986617,3979.929213965359,2931.6497640390794,1834.5350849396227,2.0236594543119644,0.7334068598373638,3.4725527105955476,0.7024348720823638,0.635722830141521,0.08458248432376125,0.22570829096665745,24.4935394751181,-0.8084126119291416,5.075671967536797,44.38372915345432,0.1411258066428962,27.714969529357354,1.343697946348197,52.639171059868836,11.682120966608492,34.87753298825626
2601,833.5223321112,3892.18436535446,4012.6157634245073,1976.694443252523,2.489997558432595,0.6951053557324341,3.2704957325160158,0.7235165979478052,0.6548201220396099,0.12009748029394185,0.2734650862880468,24.400108114704942,-0.2873140791675261,4.693985680386027,55.77639997018577,0.15336760599410493,22.009620222012433,1.0718895037936715,29.502639486290967,7.813457552862197,22.209366914867896
2629,812.3964353030872,3113.327021694572,3543.813855170571,1913.622837417847,2.1800636276301444,0.754035598639526,3.5572767615353924,0.7242415619380772,0.655523277220426,0.09399999929140046,0.24399999929140082,24.42334549810818,-0.7056764494586121,5.113162946052235,48.195003393852694,0.15000000000000036,25.486767187866043,1.2380764030564106,48.79847782211455,13.139312552192358,29.591169785608223
2641,1059.2493811351023,3868.3631926754583,4384.155478327596,1694.0009896386339,2.4244900787991823,0.7484084362378707,3.2593460527406077,0.7150306011335972,0.6471974619228023,0.14300000000000024,0.30299999999999994,21.031260838687285,-0.2993562684149802,4.7311474940975575,51.17368069181445,0.1599999999999997,23.927506396029656,1.1701771585150547,26.265909293742734,6.37939228482142,24.367790248008433
2724,969.0581286244088,2984.4572348467177,4160.176069975538,1787.5794386997832,2.418752861556543,0.7050533890891775,2.8752600317842867,0.7056488471298726,0.6388470764045129,0.18200000000000038,0.3420000000000001,23.056579860111068,0.08368623866403098,4.659589813625515,57.45233433136945,0.1599999999999997,21.499130151410213,1.0446233619031904,12.668463174144309,4.442767187865601,15.508633168337003
2731,624.2753610408487,3110.7227522153253,3729.395991969417,2069.174821865784,1.9212076516342083,0.7440823013599442,3.5926818941224035,0.7656728281532604,0.6931951872297151,0.09531430432065591,0.25001537730943246,19.409572222075276,-1.0094545626252984,4.70524627329441,42.44892028487923,0.15470107298877656,28.875970169880187,1.4045594206196264,43.98063747851977,16.270615477931297,20.730094498573713
2822,1196.4821516480085,3308.8452705571226,4807.585762117228,2015.4369664539538,1.9017444826471441,0.77901863498067,3.2482464358835874,0.7592476146553381,0.687520443470573,0.11714942233109049,0.2867144061001907,19.73379181702033,-0.917749412560042,5.048564751171682,45.32626827517745,0.16956498376910023,26.88297962581628,1.3183209947470056,45.26855832225705,13.427523712024517,30.01402612165091
2847,916.6324455355959,3020.7393489714796,2873.579373847335,1839.1504706039404,2.239209277534301,0.8088809831429805,3.197975110690233,0.800480493885525,0.7248959571507317,0.09487075009206558,0.23157526710059395,22.450803265540433,-0.4530270375754477,4.370179839439442,49.502626502537694,0.13670451700852837,24.794821866212637,1.2075866583550816,43.86247071683792,11.875013586922087,28.56385497116976
3008,434.01779490959393,3307.2990279728865,1784.368695386423,1870.8117701664717,2.3441869422451758,0.6517500772857445,3.616309397027463,0.6711418767065512,0.6079684568019281,0.0647961501848271,0.18548426748397873,29.524148882611996,-0.5714878359980962,4.834903774603276,47.48441416418556,0.12068811729915163,25.787484621462532,1.2561455624113735,53.94219997557628,11.026714922334948,25.812473680792262
3029,741.9244191174928,4424.9182270634965,4516.786948758052,2066.5927039152652,1.9185510021333683,0.806716880490485,3.545922728072621,0.7536490842559984,0.6827409974403552,0.1020000014513589,0.27200000145135883,22.19511042460262,-1.0473531297480103,5.5106419047539035,47.060669076561915,0.16999999999999993,26.026020363545356,1.2708829680870872,50.2770134995181,15.944521322408079,21.55827663279028
3030,801.2380021008489,3704.089843009981,3221.8010718091273,1949.6726828808582,2.5361294388631515,0.7390476126731511,3.489640080750378,0.7530973366322901,0.6822415192818149,0.09452068533074565,0.23429090766669702,25.827070745092616,-0.3203838230981446,4.628898784399786,54.48066139490606,0.13977022233595138,22.53022454536355,1.096257746430085,39.68530880883224,9.767944908107253,27.415930474677317
3123,883.1288917701081,3708.0592833865744,4025.7443284992933,2063.0594164635345,2.2230846612559194,0.6971484966042538,3.3757682018492554,0.7345900294981529,0.6656270587607032,0.1130000003471121,0.263000000347112,21.937676942164728,-0.6289544190240124,4.708866735742573,49.19296610541346,0.1499999999999999,24.915105510467466,1.2131186232785587,40.61654319197526,11.76898706098327,27.24584487004939
3343,629.0382438915966,3212.472307003584,4052.9314391222542,1967.3122281642916,2.2988561791261803,0.7950523280044608,3.6255051754967202,0.7893305078127031,0.7155629052330775,0.09825728569053283,0.236804014944199,23.056192949507512,-0.5971435403652722,4.648194439509491,49.81789107187984,0.13854672925366618,24.60562592261514,1.1987743335827241,37.96793725397307,14.019021796932579,16.751393480503413
3576,928.1622425693812,4669.189815428204,4516.1301979050495,2069.925251618595,2.3648201054812192,0.8080422634281457,3.1817573519361937,0.8637058341798771,0.7833593659675512,0.1329999993748876,0.2729999993748877,21.075360625058163,-0.34724160654599,4.059416759078613,54.6317008371234,0.14000000000000012,22.49682010713077,1.096255496562127,24.618561578362,8.618385149517845,13.384647912196742
3587,1046.4863539338044,4554.419144821687,3775.111737159177,2058.4469145295593,2.2860624838936796,0.7938313800084473,3.2163743038691623,0.8234879527501492,0.7469040233832653,0.10725378291014787,0.254302427217977,21.88831394886885,-0.46056680166808844,4.384099746168466,53.0425440603733,0.14704864430782916,23.161658050349562,1.128231639269044,39.63201000893042,11.249978256906598,26.17708573396432
3646,1028.3216071957931,4085.934381865958,3780.7341666249167,1478.2381671537269,2.4124766437677168,0.7601599266729951,2.8328835812331623,0.6917849078823767,0.6275258608715001,0.18571995661143603,0.3451799635505508,21.841465703317525,0.01783316695931395,4.786705564095473,53.80115978236199,0.15946000693911477,22.981441353734976,1.1170555260101525,8.60124820763923,3.809742311418296,14.358885630690422
3711,843.2025407088045,3140.150966382467,2359.3490112365707,1842.2451107973943,2.2726306452584026,0.6741084067978299,3.5946745042818686,0.6758626426096486,0.6131660893370875,0.07493947471408591,0.19188297753666195,26.56406155144895,-0.6229379131836484,4.915771119621202,46.708787849986514,0.11694350282257604,26.39971012440199,1.2778793449466574,53.71705365207927,5.38180564874049,40.565290496919786
3796,773.6475660885089,3053.2134703895476,3941.4034325006824,1946.670198466047,2.526792740321803,0.7498453853682074,3.661767039048608,0.7436873279657454,0.6748324173246151,0.09839507766026978,0.24431000735464403,25.531927165035473,-0.40326030865122664,4.8422017485468185,53.71453929233552,0.14591492969437425,22.8520839410212,1.1113611843889353,38.27297372462628,11.77047345756174,24.194733105113713
3880,893.7768722970816,3041.823448916277,3176.2663175222133,1848.2236840815226,2.3428579507453504,0.7351956917232303,3.3954578439061316,0.7600277214626356,0.6897852344834585,0.09853756280675396,0.23638097975386652,21.707129736418853,-0.44457360256758316,4.299896261930146,48.590669563758404,0.13784341694711255,25.255759865942977,1.229184024470831,38.49220979556925,10.21242608664364,29.10562875932913
4072,1058.3602988294688,4078.046598334951,4421.382667865014,1650.284134055951,2.3490954584880948,0.7528182764629526,3.0068522816277,0.7096091490803823,0.6442724035357574,0.15626770177594373,0.32196320465755335,20.746808122260944,-0.24281370015301904,4.724325712476716,51.79374256185293,0.1656955028816096,23.737545838361793,1.1566301136432835,19.34875884000093,4.677444004823491,18.99677878772728
4132,1247.9893934115066,4592.091991107732,4908.571933374925,2076.8147300925316,1.8938792889499991,0.782633044552298,3.1644349231117386,0.7732943464291684,0.7021639270532338,0.12041506038381833,0.2911090531162124,19.371964789185757,-0.9126107567165068,4.986866779243603,46.10937706428765,0.17069399273239405,26.510709296201185,1.2963744414348597,44.57658328080286,13.101315126463545,29.708464304879357
4307,1174.48452543539,3360.810587268242,5167.92501861708,2070.896766025042,1.9379408078509566,0.7847658979786691,3.3148934690736187,0.820492184864497,0.7453049112264593,0.12812064467315754,0.2949087742326606,16.209867578857686,-0.8811849030466369,4.365978273291841,43.76858502137659,0.16678812955950306,27.94822525594181,1.3679457808544067,35.44973179053908,13.494809673423653,24.002898281940794
4371,600.315269141188,3723.0589779485426,3091.4868160553233,1857.4831857945328,2.0421606567863324,0.7197132242236676,3.611209621610286,0.7103106193384806,0.6453153594036473,0.08665639111963896,0.23185130295802958,22.440188752681834,-0.832770793201599,4.853689130382723,43.32279207522871,0.14519491183839062,28.309986679892884,1.376468854317611,45.29117797137794,14.495475057345372,24.57483576920523
4407,919.9258603422574,2766.4756778659316,2506.330810759402,1851.4134080273816,1.9269066006112419,0.7374687915836438,3.246147409600117,0.7485891641494827,0.6801479055485882,0.08499397607905879,0.21850405803093054,21.837122607169057,-0.8040739035659831,4.444293612641666,41.76032427220344,0.13351008195187175,29.52102066427172,1.4282275834402933,52.46278191757009,12.675542272820477,37.601350960320616
4480,1072.3715120054217,3412.62692206488,4586.041539777864,1897.3378989998205,2.4183117158696374,0.7502451427573478,3.172491471469737,0.709889637962755,0.645113703732025,0.12915095879183713,0.30439960124245413,24.719201725293704,-0.321419246646773,5.272147893384233,57.39472849531172,0.175248642450617,21.424303811329402,1.0447453120989465,32.59812329199053,9.831129287537568,25.318545946395815
4516,1096.8678443556391,4063.635312814186,4352.847964520427,2079.535539163067,2.280052925076286,0.7973212484108709,3.301497578787061,0.774821117946596,0.7041704666369888,0.10603333088748412,0.2661898485557317,24.163985519452506,-0.5444078270846167,5.113618922722891,55.232959189653435,0.16015651766824757,22.133467960890304,1.0843183493577384,46.34311900066493,13.385897231422527,28.555497104733668
4568,639.4412284955486,5158.857125444061,4863.342639718003,2046.3744431885445,1.9210805091918628,0.7993242772767464,3.57292146633887,0.784147254167738,0.7127211581870564,0.11158530686204315,0.27124057413628444,18.64842134434426,-1.0014334995758776,4.897167680831159,44.30533221412899,0.15965526727424129,27.67216284484164,1.348700738213114,37.937091259900775,14.771562751331418,16.53043515413484
4573,954.5789659268522,2896.5636377403284,4064.201054939901,1621.3308315860459,2.290862176851672,0.8039071951449878,3.40739642565737,0.7055983051134112,0.6413328230367871,0.11088009591745562,0.268134701791527,22.732098138547045,-0.474580147331098,5.1723724380594085,49.14288031032084,0.15725460587407136,24.845283965269438,1.217835511903977,37.62939152376204,9.659391924250388,27.537575663512342
4682,720.5825669930856,3515.121507185762,3223.703491677784,2000.1727624035555,2.028146994188783,0.7223979899524795,3.246962700832065,0.7536358006891176,0.6851989040964378,0.09618187387626387,0.23957408236381683,21.145281329654775,-0.7547426609965907,4.550249529868525,45.05212487443689,0.14339220848755296,27.237870001068483,1.3254166169145256,44.76218747821735,14.567727017988766,24.829751485138654
